user,date,comment
Karan M,20 Oct 2018 19:07,"Prasad wrote:What this issue has once again shown is that the bjp/rss leadership is still unwilling to stand firmly behind local yindoo practices that are being targeted by the EJ combine. We saw this clearly during the Jallikattu case in the SC where the govt should've shown resolve and taken the matter out of the hands of the judiciary and put certain yindoo renuga practices being judicial scrutiny. As one gentleman put it, how does a poor farmer fighting ti celebrate his culture fight against a battery of 50 lawyers in the payroll of fcra'd NGOs in the SC ? And this after they'd been waiting for a hearing for this side for more than a year whole the SC glibly banned the practise last year? The eerie silence from all the bjp leaders, CMs and RSS even going ahead yo saying they welcome the verdict shows how hollow their strategic level thinking is, or the lack of such. We've seen enough from Javdekar already by his bleatings in not touching the Constitution or RTE. These are fundamental tenets that they are not ready to fight n show Delhi-Statesmanitis. RJB isn't the only issue.Well said. BJP/RSS for all their positives also have their leadership also somewhat infected by p-sec itis and their confused inability to stand behind local practices which deserve them, make them look woolly headed.Right now, they are skating on TINA."
Karan M,20 Oct 2018 19:17,"Javee wrote:Rehana's FB post today - claiming that she will sue the channel that said she had sanitary napkins in the irumudi also claiming that the vandals destroyed her kids toys, uniform etc...Javee, for the benefit of the wider forum, please post in english or provide a translated excerpt wherever possible. Thanks."
Ashwin,17 Oct 2018 19:17,"Kerala is facing its worst flood in 100 years. 80 dams opened, 324 lives lost and 223139 people are in about 1500+ relief camps. Your help can rebuild the lives of the affected."
superkaif,17 Oct 2018 19:17,So sad to here - RIP for all the lost souls
volcano,17 Oct 2018 19:17,"Parts of Cochin city is flooded, since the roads are blocked, food supply is getting worse. Tens of thousands of peoples are trapped in various parts of the state without food,water or medicine for the last 3 days. By the way, a Dhruv flown just over my head today here in Kochi, by brain was too slow and by the time I took my Camera, it was long gone. Looked like an air ambulance."
dagger,18 Oct 2018 19:17,Our wishes and thoughts are with all the people of Kerala.
himanshu,19 Oct 2018 19:17,"As Kerala battles its worst flood in nearly a century, Chief Minister Pinarayi Vijayan said that the state has suffered an estimated loss of around Rs 19,512 crore as per the initial assessment. Admitting that the path to recovery can be long and arduous, the chief minister has urged all to contribute generously to the Chief Minister’s Distress Relief Fund. Nearly 200 have lost their lives in the fresh onslaught of rain and floods since August 8. After taking stock of the situation, Prime Minister Narendra Modi announced a grant of Rs 500 crore, aside from the Rs 100 crore declared by Home Minister Rajnath Singh last week. Apart from the PM Relief fund and Vijayan personally donating Rs 1 lakh to the CMRDF, various ministers of state, officials, celebrities and people from various walks of life have contributed money to provide relief to the flood-ravaged state. Navy spokesperson also re-tweeted a video of Rajkumar's heroic landing. Rajkumar and his men showed exemplary valour during the Ochki cyclone storm, when they took midnight sorties to rescue trapped fishermen ignoring choppy seas. For this work, Rajkumar was awarded the Shaurya Chakra. As the flood situation continued to remain appalling all across Kerala, Indian Navy deployed 18 more teams at various locations on Friday to augment the rescue operations in the state. Southern Naval Command had deployed a total of 58 rescue and diving teams with Gemini boats in multiple location but seeing the worsening situation, 18 more teams have been pressed into service. Navy is also readying 25 more rescue teams with boats for deployment on request of state government with fresh incessant rain alerts. On Friday, a total 310 people have been rescued by the boats and 176 by aircraft. ""Till date, more than 3,000 people have been rescued by the Southern Naval Command and continuous efforts are on to bring the flood affected people to safety and also provide them essential relief supplies such as food and water,"" said a Navy statement. Air rescue has been carried out at various places of the three badly affected districts; namely, Thrissur, Ernakulam and Pathanamthitta. Various aircraft including ALH, Sea King, Chetak and MI 17 (of IAF) were able to rescue more than 176 people till now. Food was airdropped on the roof tops of various houses and churches till now. A total of 50 air sorties amounting to 80 hours have been flown."
rising sun,19 Oct 2018 19:17,"Brave men of Indian security forces are trying their best to rescue trapped people in Kerala which is reeling under unprecedented flood. One such officer is Captain P Rajkumar (Shaurya Chakra) of Indian Navy, who managed to save 26 people in a single sortie on Friday. He showed great skills to land the Seaking 42B chopper on a narrow rooftop. According to Indian Navy, "" Yesterday Captain P Rajkumar Shaurya Chakra winched up 26 people from a SeaKing 42B helicopter, in extremely challenging conditions hovering between trees and in the limits of man and machine"". Yup. We can land just about anywhere. That's a @indiannavy Seaking 42B on a narrow rooftop evacuating people in #KeralaFlood The story gets even more amazing. (See my next tweet) pic.twitter.com/3GPg2JC0ra"
volcano,20 Oct 2018 19:17,"I don't know whether it is the right time to talk about this, but god I am disgusted by the Bhakat scums. Just look at the comment section where RSS scums are vomiting their poison against Keralites in our time of disaster. What the *censored* is wrong with this country?"
himanshu,20 Oct 2018 19:17,"Why do you care about some random comments? Such trash are on both sides, need to keep in check fake news too. Twitter is also divided among left vs right maybe bcuz elections are near. Tell me what Kerala gov has done since May 29? How come so many people died, no disaster management plan or what?"
volcano,20 Oct 2018 19:17,"Scums can be very attention seeking, they make sure that we notice what they say. Yeah, there are fake news, no doubts. Monsoon is not something that is new to Kerala. Things were not that bad until August 13th. There was some flood before that, but it was in regions that see flooding occasionally during monsoon. Casualties until that point was not high, mostly due to landslides. No one seems to expected it to deteriorate like this.,I certainly didn't.It was the heaviest rain in a century,hard to expect that. Things got bad on August 14th-15, that's when regions where never flooding happen started flooding. Everyone started waking up from that point. I am volunteering from 15th onwards and government is doing what they can from that point onwards.most of the efforts are coming from the people's. Food, men, money, everything came from people's. Goverment provided organisation and structure to effort, but people's did everything. Central government didn't took the flood seriously either until August 16th. On August 15th center goverment dispatched only 10 columns of NDRF and 8 columns of Army, compared to the 95 columns they dispatched during uttarakhand flood or 85 columns during Kashmir flood.Most of the rescue was done by the brave fishermans, They went inland with hundreds of boats and saved tens of thousands. I cannot thank them enough. In August 16th central goverment dispatched another 20 more columns of Army, and by the time they got here, it was 18th morning and shit was real. Navy and air force did what they can and rescued many people's from critically affected area. But you can only rescue few hundreds via air, real rescue came though water and fishermans and local volunteers saved 90% of people's. We never had a disaster of this magnitude, hopefully we will learn from this and will be more vigilant next time."
screambowl,21 Oct 2018 19:17,Already a rich state. Not going to pay a single donation. May be NE requires that donation more. 2017 floods in NE were more devastating.
screambowl,21 Oct 2018 19:17,"UK is a military state every home has a soldier. Kashmir, well army is already there active."
guynextdoor,21 Oct 2018 19:17,UAE has not only created an emergency review unit at the higher levels but also declared relief of 700 Crores. I think this is a great testament of how they percieve the contribution of Keralites has been to their growth. Very warm gesture by the UAE administration. If only the centre was more sensitive to Kerala instead of punishing it for not voting BJP....
guynextdoor,21 Oct 2018 19:17,why are you surprised? Sriously? When they said the same things on other important issues weasn't their attitude clear?
guynextdoor,21 Oct 2018 19:17,it is because states like Kerala have been paying a disproportionately higher share of taxes that you have an army to start with. You thik the low level illiterate and starving masses of the central heartland can pay for the 50 Billion the IA gets every year?
superkaif,21 Oct 2018 19:17,Thats your choice and you are entitled to it. My perspective is this is a massive tragedy where ultimately people have been left with just the clothes on their back. I cant imagine what it must be like to be left with nothing. I see starving people and i see suffering hence one donates.
screambowl,21 Oct 2018 19:17,"What good will gesture. UAE is aware that if Keralites go for leave or start moving back to help the family temporarily, the loss to UAE would be in billions. Only fools will count it like 700 crore. It's like every one employed there has been paid by UAE government through companies , 100 dollars. Huh 700 crore. Bik gaye 700 crore mein keralites."
guynextdoor,21 Oct 2018 19:17,No- like illiterate Bhajpa supporters they should sit unemployed and survive on hot air alone. UAE should not support their biggest economic with 700 crore so that hindi heartlanders can spend 100 crore of our hard earned money on gau adhaar scheme of buffoon CM instead of food and education that we pay our taxes for.
screambowl,21 Oct 2018 19:17,In uttarakhand there were 5000 deaths and what Kerala government paid as relief fund. Rs0. But Uttarakhand paid Kerala Rs5crore. keralites should have big heart!
screambowl,21 Oct 2018 19:17,The same hindi heartlanders from ITBP and army are now pulling Keralites out from gutters they have fallen into. Arrogance looks good but this is a lesson you people have learnt. Even Manipur and Assam have paid Kerala rs3crore and rs 2 crore respectively.
guynextdoor,21 Oct 2018 19:17,Yeah...and the kerala soldiers and officers in the army.An army that states like Kerala have funded and kept because you hungry illterate buffoons can't. Taking bath and brushing teeth everyday continues to be a major problem for heartlanders because you spend money on Gau Ahdhaar. And yeah...EVEN WITHOUT FLOOD WE GIVE A HIGHER SHARE OF TAXES...so we don't have anythng to defend here.
screambowl,21 Oct 2018 19:17,"No need to shout, whatever has happened in Kerala is unfortunate and people need to be rehabilitated first and all those temples and houses which need repair. But Kerala also should start donating money when there is national disaster for others."
guynextdoor,21 Oct 2018 19:17,we're also donating money...which is called 'because you don't pay your taxes we do'. About time wasteful heartland states were held accountable. We should withold 100 crore spent by UP on Gau Adhaar. We need that money here instead of stupid schemes.
screambowl,21 Oct 2018 19:17,"why? its their business to keep the indegenous cow milk in production and prevent from stupid interbreeding with jersey cow , they need that money. Kerala has got 1200crore, it may be raised to 300crore more some how, rest is upto state government to manage. This fund is only for first aid and rehab not for running businesses again. Big loss to nation but when there is no money what to do. Govt can't put money in private firms to restart them."
volcano,21 Oct 2018 19:17,"We never counted on bhakat scums for anything, just to make it clear.Never had,and never will."
guynextdoor,21 Oct 2018 19:17,Apparently now modi is saying they will decide whether to approve this assistance or not.
volcano,21 Oct 2018 19:17,Really? 🤥🤥. There are one million people in the relief camps and they have lost almost everything. 500 core assistance from central government is nowhere near enough and he want to block others who are helping the peoples?
superkaif,21 Oct 2018 19:17,If humanitarian aid is provided for the victims - why should Modi need to approve this? Doesn't make sense.
guynextdoor,21 Oct 2018 19:17,punishment for the crime of not voting BJP and worse...being more developed and developed and therefore independent of trash politics.
screambowl,21 Oct 2018 19:17,Thats why most of the money will go into mullah's pocket or padri's pocket. Rest will go to lal salam. And nothing for foolish janta.
screambowl,21 Oct 2018 19:17,"yes because you won't let jersey bull roam like that more over it will help to know how much indigenous production we have of milk. Lastly, this list is also maintained in europe. The animals get health card. I think you are some oldie who doesn't want to bring innovative ideas. And cry all the time."
screambowl,21 Oct 2018 19:17,"So whats the big deal. When people can blackmail governments that increase the reservation to 50% or else we will not vote, then govt has right to blackmail the people too. Finally govt rose from blackmailers only."
himanshu,21 Oct 2018 19:17,"Ecologist Madhav Gadgil, founder of the Centre for Ecological Sciences at the Indian Institute of Science, Bengaluru, said “Irresponsible environmental policy is to be blamed for the recent floods and landslides in Kerala. Extensive stone quarrying and mushrooming of high-rises as part of tourism, and illegal forest land acquisition by private parties are the major reasons for the recent floods in the state. We had first submitted the report in 2011...we were in a sense boycotted by government officials as we had recommended them to stop illegal activities."" Gadgil said that the report had very specifically pointed that if the stone quarrying was not stopped, it might eventually lead to natural calamities “like the one happening in the state today”. However, the establishments turned a deaf ear to the recommendations. According to Gadgil, a total of 1,650 excavators were deployed for stone quarrying and mining, of which only 150 were given permissions. Expressing grief over the situation in Kerala, Gadgil said, “The government should at least now stop all the illegal stone quarrying activities after having faced the consequences. Although it is late, the government must act on the recommendations ...”"
guynextdoor,21 Oct 2018 19:17,"and there's no big deal in us refusing to give centre money to run mindless schemes in UP either. Our money, our terms."
guynextdoor,21 Oct 2018 19:17,"yes, you give jersey bull ID card and it won't roam or hump. They should teach proper biology to bhkt someday. I hope you aren't trying to score with the ladies using your adhaar card....that's not how this stuff works...."
screambowl,21 Oct 2018 19:17,"There is complete biasdness in India . The rich Keralites got more donation for nothing. Uttarakhand , Assam, Bihar, NE face similar tragedies every year. No one gives a damn."
rick,21 Oct 2018 19:17,"You are a Gem! So basically if a disaster strikes your home, your company will donate you money so you will stay back and finish your work? I'm gonna guess you are a very successful industrialist. Bottom line, don't help anyone but be less of an asshole. Good Day!"
volcano,21 Oct 2018 19:17,"First of all the chart is wrong. There is no 920 crore central government relief allowance to Kerala for this flood. The central government relief provided for this flood is 500 crore. 320 crore is released from 'State Disaster Relief Fund' which is an annual fixed amount provided to every states,made of annual deposits by central government and corresponding state government for any disaster relief in that year. 500 crore special relief from central government + 320 crore from State Disaster Relief Fund (released in two steps, 100 crore in august 13+220 crore in august 16th). that 100 crore is already included in the 320 crore State Disaster Relief Fund. Whoever made this chart is comparing different relief funds. Central government relief +SDRF annual state allocation (Kerala) +non existent 100 crore VS Central Government relief (Uttarakhand)"
himanshu,21 Oct 2018 19:17,"The point is BJP controlled states & other states under PM Modi has provided more assistance to Kerala than UPA did for Uttrakhand, still Keralites blaming centre for injustice or something."
rising sun,21 Oct 2018 19:17,"To meet the Kerosene demands in the state, Modi government has now provided 9,300 kilolitres of kerosene to the flood-ravaged Kerala. The government will also provide 12,000 kilolitres of kerosene. Modi government on Sunday further informed that the LPG bottling plant in Kochi has also been reopened. Meanwhile, according to the government data, more than 38,000 people rescued and evacuated from the flood-affected areas in Kerala. Medical aid has been provided to over 23,000 people. 3,00,000 food packets have been supplied by the Food Processing Ministry. The National Crisis Management Committee (NCMC) today directed the central ministries to focus on providing essential commodities and medicine and restoration of vital services in flood-hit Kerala. The NCMC, headed by Cabinet Secretary P K Sinha, in its review meeting directed that focus should now be on provision of emergency supplies of food, water, medicines and restoration of essential services such as power, fuel, telecom and transport links as flood water recedes in Kerala. The Department of Food and Public Distribution has made available 50,000 metric tonnes of food grains (rice and wheat) to meet the immediate requirements with additional quantities in the pipeline, an official spokesperson said. The Department of Consumer Affairs has made arrangements to airlift 100 metric tonnes of pulses by tomorrow with additional quantities to be sent by train. The Petroleum and Natural Gas Ministry has made available 9,300 kilolitres of kerosene to Kerala. Additional 12,000 kilolitres of kerosene will be allocated. LPG bottling plant in Kochi has been reopened. The Ministry of Health and Family Welfare is airlifting 60 tonnes of emergency medicines on Monday. It has put six specialised medical teams on standby. The Railways will provide blankets and bedsheets to meet the immediate requirements of the state government. The Air India has offered to airlift relief material without any cost. The NCMC, which met for the fourth consecutive day, reviewed the rescue and relief operations among the armed forces, NDRF, Ministry of Home Affairs and other central ministries and the Kerala government. Rescue and relief operations are continuing in full swing with the thousands of personnel of the Indian Navy, Air Force, Army, NDRF and CAPFs are engaged in the rescue, relief and evacuation operations in Kerala with the support of dozens of helicopters, aircrafts, hundreds of motorboats, the spokesperson said.

The operations will continue till the situation becomes normal.

So far, they have rescued and evacuated more than 38,000 people from the flood-affected areas. Medical aid has been provided to more than 23,000 people. As many as 3,00,000 food packets have been supplied by the Food Processing Ministry.

The Railways are running two special trains tomorrow to Kolkata from Thiruvananthapuram and Ernakulam to ensure travel of stranded people.

Train services are expected to be restored on all lines by tomorrow evening.

A special train with 14,00,000 litres of water and a Navy ship with 8,00,000 litres of water will reach Kerala by tomorrow.

Commercial flights will start operating from Kochi naval base from tomorrow and all logistic arrangements for this have been put in place.

The regular NCMC meetings are taking place following the directions of Prime Minister Narendra Modi, who made an aerial survey of the floods affected areas yesterday."
screambowl,21 Oct 2018 19:17,"Oh well only an idiot will leave job and stay back at home after getting few 50 bucks as a relief per person. Bottom Line, when Kerala is in trouble, oh God save us save us. When others require help, Keralites are busy drinking coffee."
screambowl,21 Oct 2018 19:17,"Why Kerala needs that, you guys are rich! Highest GDP per capita, + remittance from UAE . Use state money first why blame center . Normally you are the one who never donate money to other states during natural disasters."
screambowl,21 Oct 2018 19:17,Not equivalent to what happened last year in North East.
rick,21 Oct 2018 19:17,"Listen, no one here requested you for your family funds. It is the right of every integral state in India to expect assistance when faced with such a calamity. There should be some perk of being a part of the country yea? I don't even understand what you are trying to prove here? It is a fact that a foreign nation offered more financial assistance to Kerala than the very central government that collects taxes from Kerala. The fact that another state recieved more or less assistance is irrelevant, the country has an obligation to assist every state. And every sane human is expected to help out or be quiet if he has nothing productive to offer. You are only portraying a negative impression by being less understanding of others problems. It is normal for anyone in distress to feel upset/disappointed in these situations even when they are getting the best help. The best assistance people like you could possibly do is to shut up. Because there is a growing number of foreigners who are actually wondering how several people like you from the same country can be so insensitive about the disaster your fellow citizens are facing. P.S: I didn't exactly call you an asshole but I appreciate your higher understanding of your personality to take up the name."
volcano,21 Oct 2018 19:17,"Well, what i see when I look into that chart is an attempt to mislead public. I see someone comparing Central special assistance (1000 crore) by UPA government for Uttarakhand where tottal economic loss to state valued at 12,000 crore vs Central special assistance (500 crore) + State Annual Disaster Relief Fund + non existant 100 crore when total economic loss is valued at 22,000 crore .Which is misleading comparison. So in conclusion, 500 crore center releif by BJP to Kerala, total loss 22,000 crore. 1000 crore center relief by UPA to Uttarakhand when total loss was 12,000 crore. And yes, the central goveremnt under Modi is not proving enough help to the Kerala state and that is injustice to the peoples of Kerala."
volcano,21 Oct 2018 19:17,"We do intents to use the state money for rebuilding, just like every other states do when they have a disaster. And why do we demand center fund? Because the center government collect taxes from our state,60% of entire tax Keralites pay goes to center government to be exact. We are not asking your family money dear screambowl, central government money is not something that came out of blue, its something we payed to the government, we have one of the highest tax percapita among the Indian states."
screambowl,21 Oct 2018 19:17,"Stop talking big, Kerala never donated any money when there were floods in NE and also In Uttarakhand. And why should we pay you more when it is not required. You want to waste national treasury? And you are not the only one who pays taxes. There are 28 more states. And why should we pay you more when it is not required. You want to waste national treasury? And you are not the only one who pays taxes. There are 28 more states. My state has already given 3-5 crores to you. Other side when my state was in trouble your state did not donate.. now you SHUT UP! And have sense of integritiy with this nation with different languages. Foreigners also noticed that this is same Kerala which never donates for national cause and then argues we are paying tax so no need to donate. Same can be said for other states but they are donating and also giving tax. How insensitive these Keralites are. Wow!!"
screambowl,21 Oct 2018 19:17,"Act of God, so it's loss. It's not nation's duty to fill up bank accounts again. Yes we are there to help you with first aid, medicines and other stuff you need at the moment but state has to bear the loss. Luckily the deaths have been controlled. In North East it's common, no one cares about it. add 10 crores each from, Rajasthan, Andhra, Gujarat, Wb, Tamil Nadu, Punjab, MP, 25 crore from Telangana... 15 from UP. total = 500 crore + another 200 crore. More over, deaths in UK flood was 5000+ here the magnitude is low. The aid was given as first aid. Even soldiers died and helis crashed. That was the devestation. It has also had effects in UP Delhi and Haryana. It was a national disaster in a comparative low GDP state"
himanshu,21 Oct 2018 19:17,"In Uttrakhand we lost 5500+ people while around 300 in Kerala but its all about the money in the end. I agree with @screambowl Kerala has shown it is selfish and greedy state. They themselves don't believe in equality with people of other states, don't support them when in need but expect full support in return."
volcano,22 Oct 2018 19:17,"I have no intention in trying to down play the disaster in Uttrakhand and I have never done it. You are the one who came up with a BJP propaganda chart (which is nothing but absolute Bullshit) and tried to downplay the issues in Kerala. I just shown why it is a bullshit chart and for some reason, you cannot handle that. I do not consider any one of us as above anyone else. Its the central government that is treating Kerala state less than equal and showing political discrimination in a time of disaster."
rick,22 Oct 2018 19:17,"Lol you say I'm talking big, but yet your tone is of the assertion that You are paying the money from your pocket? Who are you man? Other than an angry idiot on the internet? I don't see anyone asking you for assistance or sympathy. And you are in no position to dictate that a state can't be upset with the assistance from the central government. But let me do the internet a favour and avoid bandwidth talking to someone like you. It's more productive talking to a wall. No one here is complaining about the help from other states, so half your whinning about Kerala not helping is irrelevant anyway. Again, sorry I even bothered to talk to you, please get back to whatever crap you are better at doing."
himanshu,22 Oct 2018 19:17,"Bro i understood your point after first reply. The chart highlights money, centre/state gov role, life lost etc but then again you pointed only money just to blame centre."
himanshu,22 Oct 2018 19:17,"So, it's tax payers money and I have right to question. Why are you getting paranoid. And As you have nothing left to say, you have started abusing and getting anxious when you got nailed."
volcano,22 Oct 2018 19:17,"I am glad that you understood the point. Well, on the other hand, that chart intentionally excluded the monumental loss, faked the central allowance part to almost double. That chart is a cheep attempt by the BJP supporters to down play the genuine criticism against in-sufficient response by the central government. I never compared Kerala flood with any other disaster, I just want to show why that chart is bullshit."
volcano,22 Oct 2018 19:17,"Well, I just got some more time to dig up on that chart from BJP media cell. 1) According to chart, center gave Kerala 920 crore == Wrong, center gave Kerala 500 crore. (320 crore is from annual state disaster relief fund). 2)According to the chart, UPA government gave Uttrakhand 1,000 crore. That is not true. UPA government gave 7,346 crore for flood relief in Uttarakhand. Also, according to BJP media cell chart, no central assistance for dead peoples, injured peoples or property loss in uttarakhand. In reality,Rs 5 lakh each has been given to the families of missing or dead persons in Uttarakhand, Rs. 50,000 is given for for the mules that were dead,Compensation also be given for commercial buildings. Since they gave compensation of dead mules, I am pretty sure that center gave compensation for injured peoples as well."
bali,22 Oct 2018 19:17,Central government has already released 600 crores. What exactly is your intention of repeating 500 crores again and again?? Aren't you misleading by quoting wrong figures??
volcano,22 Oct 2018 19:17,That media report is wrong. They are quoting the 500 crore from modi + 100 crore released by Rajnath singh. That 100 crore is actually released from the annual 'State disaster relief fund' which is a fund of state and center government released to every states every year.
bali,22 Oct 2018 19:17,"Let me show you how you are pulling down your numbers. Uttarakhand flood happened in mid June 2013 and this news came up in Sept 2013. BTW it's just approval by group of ministers, not even by cabinet. Uttarakhand to get Rs 6,687cr aid - Times of India. Let me highlight some points from the news. 1. He said the Uttarakhand government will get a loan of Rs 3000 crore from Asian Development Bank and World Bank as externly-Aided Project out of a total of Rs 6687 crore financial assistance. 2. Rs 1187 crore will released for the National Disaster Response Force. 3. Rs1500 crore from centrally-aided projects. 4. Kumar said UPA government has so far released Rs 390 crore while another amount of Rs 250 crore will be released soon. And all these after 2 and half months after the devastating flood and here you want the center to write a check of 22000 crores within a week !!! Wow!! What a sense of entitlement!! The way you have been ranting for last 3 pages, you perfectly fit the profile of a congitard or commitard. Chose whatever you prefer. After all the effort of NDRF, Army, Navy, volunteers from opposite ideologies, you still feel betrayed, then go cry a river. Nobody gives a damn. Before you tell me to shut up, let me remind you it's a public forum and I do have equal rights to answer to your bullshit as much as you, if not more."
bali,22 Oct 2018 19:17,Says who ? You ??
volcano,22 Oct 2018 19:17,"He said 90% of the loan will be repaid by Central government and 10% by state government. i am sure you seen that as well. Cental goverment took lionshare of the loan commitment. Completely true. UPA government further released funds (total of 7,346 crore) after one month on December 11th. Except that you won't hear me saying so. The point I made is simple, the 'Thank you Modiji' chart comparing Kerala flood and uttarakhand flood from UPA times, made by BJP media cell is absolute bullshit, and misleading. Either way, I am not a bhakat scum. You are delusional to think if i expect anything from YOU. As i said earlier, we don't count on Bhakats for anything, never had, and never will. About NDRF and Army, 1st of all, i appreciate whatever help army and NDRF did for the peoples, I am sure they did whatever they can. After all its a national institution that is serving the country selflessly long before Bhakat scums even had a political party. Peoples of Kerala came out of trouble not because of Army or NDRF, most of the rescue is done by fisherman and local volunteers with their 600 boats. when flood hits the state, central government dispatched just 13 columns of NDRF and 8 columns of Army to the state compared to 95 columns for uttrakhand and 85 column for Kashmir. Each column have 70 peoples, that's 560 armyman and 900 NDRF with less than 30 fiber boats for an entire state with millions of peoples isolated in flood. In many places, there wasn't even a single army or NDRF personal until rescue is over. Navy and Air force had a grant total of 16 helicopters deployed for rescue, they rescued few hundred peoples every day, nothing more. Most of the peoples are rescued by local volunteers. Center atlast sent 20 more columns of army on Aug 16th and they reached disaster regions by 18th when most of rescue was over. Don't be worried, you are a good boy, I won't say any such things."
bharat,22 Oct 2018 19:17,"If a country gives you more aid than what your own country gives, you would feel. Dear Keralites: Various other states’ chief ministers have announced monetary relief for flood-hit Kerala from their respective chief minister relief fund. Neighbouring Tamil Nadu (Rs 10 crore) and Andhra Pradesh (Rs 10 crore), Puducherry (Rs 1 crore), Jharkhand (Rs 5 crore), Maharashtra (Rs 20 crore), Gujarat (Rs 10 crore), Punjab (Rs 10 crore), Telangana (Rs 25 crore), Bihar (Rs 10 crore), Himachal Pradesh (Rs 5 crore), Uttarakhand (Rs 5 crore), Chattisgarh (Rs 3 crore) Madhya Pradesh (Rs 10 crore), Karnataka (Rs 10 crore), West Bengal (Rs 10 crore), Manipur (Rs 2 crore) and Tripura (Rs 1 crore) announced as part of donation.
from: Kerala floods donation: This is how much the state has received so far Almost all the states in the above list are lower than you in many HDI indicators, are poorer than you in average wealth. Yet, they have paid from their meager earnings to help tide over a brother state. how would you feel - when a poor brother is helping a richer brother in need, but the rich brother complains it is not enough and wants to go outside the family for more money? Can you at least take a moment to take the pride in your own folk, who have in their own capacities, tried to share their earning to help you during times of crises? Can you take a moment to feel that pride - in your middle class country that wants to live by its own means and not go ask for aid. I am sure you would feel that pride in you when you take a hit - fall down - and you would say ""I have my family to pull me back up - I dont need others help"". This is the time to see how every state is coming together to help. Manipur, tripura included. this is a time to see how every indian feels the need to be with kerala."
nair,22 Oct 2018 19:17,Quite an interesting thread....
bali,22 Oct 2018 19:17,"True, so far you have acted like a pure scum !! Again feel free to choose your pedigree. Go through your own posts again and try understanding what are you ranting so far rather than attempting to twist facts. As I said nobody gives a flying f$%k what you want or don't want. And when the whole state is submerged, you gathered all these info!! Bravo!! Are you sure you are a human being?? You appear to be some kind of super hero, unless you are simply propagating Commie propaganda!!"
butter chicken,22 Oct 2018 19:17,People all over India have donated for Kerala floods.How much did Kerala donate for Uttarakhand floods?(which was a worse disaster in comparison)
screambowl,22 Oct 2018 19:17,"Their intention is to collect as much money as they can to restart their business and build churches. I mean other states face such calamities multiples times no one shows this kind of attitude. Already a 110 Billion GDP and 3 crore population, still they need money. Where as Uttarakhand is 40 Billion dollar GDP which faced massive floods and land slides. And these people have objection to that. Money is not the solution to flood relief it's the availability of medicines, food, cloths and shelter which is being provided by the army. It's the first aid. Nation is ready to send medical help and other sort of relief stuff but why money? There were few Keralites who said help is their right because they employ lots of north Indians. This is their attitude."
superkaif,22 Oct 2018 19:17,"Whats interesting about it? Please expand? I see a sad situation. This thread speaks volumes for certain mindset. A huge tragedy is taking place and people are attempting to bring personal agendas to the table. I frankly am not looking at this from a religious, state or them and us situation. I see, as usual in a crisis, the poor suffering the most. I think to go on about state support, who did what when and how in previous disasters is inconsequential and not needed at the moment and perhaps policy has to be looked at a later stage but to bring ""tit for tat"" situation up now is immature unnecessary and not helpful. IMO Indians need to put their heads together and put their grievances behind and feed those that haven't eaten for the last couple of nights."
ranadd,22 Oct 2018 19:17,"""India"" at its best in this thread."
screambowl,22 Oct 2018 19:17,Stop spreading the propaganda. Every state has donated something and will continue to do so. But the attitude of Keralites' is well noticed! Point is about partiality with other states.
volcano,22 Oct 2018 19:17,"Nothing is worse than a Bharat scum. I just did, here is the list of my posts #40,#49,#50,#54,#59,#61,#64, I only see me trying to explain why that chart is bullshit and misleading.Twisting facts is not my trait and BJP media cell definitly excelled in that in that art, as long as the reader is an illiterate who cannot double check their propaganda. I am not the one who posted BJP media cell chart comparing 2 disasters, which is nothing but twisting facts and misleading public, with color pattern for political parties in this thread, with a sole intention to score some political points. Chart simply almost doubled center help to Kerala under BJP and reduced UPA help to Uttarakand by about 87% from 7346 core to 1000 core. I simply called out that bullshit and some cannot handle that. No body cares. Then shut the *censored* up, click ignore and move on. Ohh yes, I did, since I am not a stupid who gets his information from Bhakat Media cell. I was a person in the ground volunteering in the relief camp and we have 5 media channels reporting about the flood live 24 hours for the whole week. We know exactly how many NDRF and Army is in the state, when and where, that's what medias do, they report,in detail."
superkaif,22 Oct 2018 19:17,What propaganda am i spreading? Look at the thread title - look at the suffering yet instead of discussing this and how Kerala is overcoming this natural disaster - look at the stance and tone you are taking. Now calm down no need to shout and stop reading too much into what i have posted. There is no hidden ulterior motive in what i post.
volcano,22 Oct 2018 19:17,"You don't see a single Keralaite objecting the help central government provided to the Uttaraghat flood unlike the Bhakat scum like you who want the central government not to provide much needed assistance to Kerala. If anything, I am simply happy that the UPA government provided a generous assistance to the peoples of Uttaraghat. About Kerala being a state with 110 billion economy and 3 core peoples, I think you should be happy about it. We are 110 billion economy simply because we managed a little bit better and elected people's who are not bigots and less corrupt. After all 60% of the entire tax a Keralite pay will go to the central government, which is good for you, so just chill and be happy. Money is not the entire solution to a flood situation, but it is a big part of the solution. 1 Million peoples are in relief camps and they don't have much left to go back. Homes are destroyed, agriculture in the entire state is destroyed, livestock distroyed,business establishments and livelihood is distroyed. Medicines and food alone will not cut it. Medicines and food are important in rescue stage but money is important in the next stage, re-inhabitation. That is the reason why UPA provided 7346 core to Uttaraghat, for re-inhabitation."
volcano,22 Oct 2018 19:17,"Oops,ist not a Bharat scum, its a Bhakat scum. Damn autocorrect."
